theta,empirical_real,empirical_imag,se_real,se_imag,theoretical_real,theoretical_imag
1.574999999999999734e-01,-4.741935786960935727e-03,-1.832876858228999579e-03,5.523601047496707467e-03,5.556952228583395687e-03,-2.775557561562891351e-17,0.000000000000000000e+00
1.599999999999999756e-01,-4.756552580328036323e-03,-1.851240594674573780e-03,5.523674797782048874e-03,5.557037502365805119e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.624999999999999778e-01,-4.770457792949418449e-03,-1.869563483192493479e-03,5.523759426407814054e-03,5.557116011841071491e-03,4.163336342344337027e-17,0.000000000000000000e+00
1.649999999999999800e-01,-4.783649260770789571e-03,-1.887847297121619848e-03,5.523855019555915305e-03,5.557187659433708918e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.674999999999999822e-01,-4.796124870520700363e-03,-1.906093747674842158e-03,5.523961663370050706e-03,5.557252346952956321e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.699999999999999845e-01,-4.807882559218718509e-03,-1.924304482651680503e-03,5.524079443663788315e-03,5.557309975881136177e-03,-1.387778780781445676e-17,0.000000000000000000e+00
1.724999999999999867e-01,-4.818920313711099607e-03,-1.942481085182535747e-03,5.524208445621413971e-03,5.557360447669248797e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.749999999999999889e-01,-4.829236170234689832e-03,-1.960625072505229813e-03,5.524348753492206235e-03,5.557403664039245288e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.774999999999999911e-01,-4.838828214009584239e-03,-1.978737894774470173e-03,5.524500450278762090e-03,5.557439527292337353e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.799999999999999933e-01,-4.847694578861199040e-03,-1.996820933904874286e-03,5.524663617420024798e-03,5.557467940622708158e-03,2.775557561562891351e-17,0.000000000000000000e+00
1.824999999999999956e-01,-4.855833446872278268e-03,-2.014875502448185227e-03,5.524838334469711273e-03,5.557488808436000620e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.849999999999999978e-01,-4.863243048065328360e-03,-2.032902842505290419e-03,5.525024678770813769e-03,5.557502036671900514e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.875000000000000000e-01,-4.869921660116039233e-03,-2.050904124673544153e-03,5.525222725126875851e-03,5.557507533130131780e-03,2.775557561562891351e-17,0.000000000000000000e+00
1.900000000000000022e-01,-4.875867608098096058e-03,-2.068880447030087798e-03,5.525432545470793794e-03,5.557505207799200500e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.925000000000000044e-01,-4.881079264259816260e-03,-2.086832834151554957e-03,5.525654208531836399e-03,5.557494973187158960e-03,1.387778780781445676e-17,0.000000000000000000e+00
1.950000000000000067e-01,-4.885555047833044576e-03,-2.104762236170876731e-03,5.525887779501637877e-03,5.557476744653708049e-03,-1.387778780781445676e-17,0.000000000000000000e+00
