theta,empirical_real,empirical_imag,se_real,se_imag,theoretical_real,theoretical_imag
8.999999999999996891e-02,-1.085716892922936223e-02,5.597076333060889072e-03,4.951705250946840386e-03,5.007182407877796421e-03,-9.058549112036490270e-03,0.000000000000000000e+00
9.249999999999997113e-02,-1.103844676869746716e-02,5.605831931816873150e-03,4.952480744410223991e-03,5.009261310706232539e-03,-9.188243803638168616e-03,0.000000000000000000e+00
9.499999999999997335e-02,-1.121278347467565863e-02,5.614360447654062787e-03,4.953285568323719662e-03,5.011401585406720892e-03,-9.311475206553732065e-03,0.000000000000000000e+00
9.749999999999997558e-02,-1.138018518202663781e-02,5.622673957166922018e-03,4.954120010587152040e-03,5.013602464718860431e-03,-9.428262294407102617e-03,0.000000000000000000e+00
9.999999999999997780e-02,-1.154065902700413676e-02,5.630784501544161894e-03,4.954984368338763087e-03,5.015863151469302991e-03,-9.538624844085547005e-03,0.000000000000000000e+00
1.024999999999999800e-01,-1.169421314231441390e-02,5.638704076844906765e-03,4.955878947581626379e-03,5.018182819183207750e-03,-9.642583421020201051e-03,0.000000000000000000e+00
1.049999999999999822e-01,-1.184085665195155207e-02,5.646444624345269524e-03,4.956804062785382346e-03,5.020560612729235705e-03,-9.740159364360234662e-03,0.000000000000000000e+00
1.074999999999999845e-01,-1.198059966580068171e-02,5.654018020966628845e-03,4.957760036463170449e-03,5.022995648997803132e-03,-9.831374772048595556e-03,0.000000000000000000e+00
1.099999999999999867e-01,-1.211345327400358343e-02,5.661436069796487759e-03,4.958747198723694079e-03,5.025487017612189841e-03,-9.916252485802690142e-03,0.000000000000000000e+00
1.124999999999999889e-01,-1.223942954108128527e-02,5.668710490712683576e-03,4.959765886798489336e-03,5.028033781672013036e-03,-9.994816076015794470e-03,0.000000000000000000e+00
1.149999999999999911e-01,-1.235854149980843315e-02,5.675852911121468530e-03,4.960816444544522558e-03,5.030634978528482175e-03,-1.006708982657719686e-02,0.000000000000000000e+00
1.174999999999999933e-01,-1.247080314483461905e-02,5.682874856819775805e-03,4.961899221922358612e-03,5.033289620590738339e-03,-1.013309871962769781e-02,0.000000000000000000e+00
1.199999999999999956e-01,-1.257622942604791350e-02,5.689787742991819948e-03,4.963014574450214794e-03,5.035996696162526112e-03,-1.019286842025116102e-02,0.000000000000000000e+00
1.224999999999999978e-01,-1.267483624167639253e-02,5.696602865349652441e-03,4.964162862634318406e-03,5.038755170308306316e-03,-1.024642526111527174e-02,0.000000000000000000e+00
1.250000000000000000e-01,-1.276664043112344694e-02,5.703331391427418108e-03,4.965344451376064137e-03,5.041563985747898012e-03,-1.029379622706461106e-02,0.000000000000000000e+00
1.275000000000000022e-01,-1.285165976753311831e-02,5.709984352038392774e-03,4.966559709356555864e-03,5.044422063778570761e-03,-1.033500893967737033e-02,0.000000000000000000e+00
1.300000000000000044e-01,-1.292991295008211888e-02,5.716572632903863492e-03,4.967809008399198985e-03,5.047328305223541985e-03,-1.037009164179064635e-02,0.000000000000000000e+00
1.325000000000000067e-01,-1.300141959599517352e-02,5.723106966462399199e-03,4.969092722811086632e-03,5.050281591405655565e-03,-1.039907318200308795e-02,0.000000000000000000e+00
1.350000000000000089e-01,-1.306620023228110238e-02,5.729597923867916533e-03,4.970411228704003752e-03,5.053280785145016982e-03,-1.042198299916313742e-02,0.000000000000000000e+00
1.375000000000000111e-01,-1.312427628718699016e-02,5.736055907184432930e-03,4.971764903295952838e-03,5.056324731779274391e-03,-1.043885110684730777e-02,0.000000000000000000e+00
1.400000000000000133e-01,-1.317567008136841245e-02,5.742491141785263827e-03,4.973154124194138943e-03,5.059412260205196042e-03,-1.044970807784026401e-02,0.000000000000000000e+00
1.425000000000000155e-01,-1.322040481877392870e-02,5.748913668963808420e-03,4.974579268660479087e-03,5.062542183940092928e-03,-1.045458502861998373e-02,0.000000000000000000e+00
1.450000000000000178e-01,-1.325850457724238839e-02,5.755333338763023339e-03,4.976040712860698573e-03,5.065713302201672007e-03,-1.045351360385798900e-02,0.000000000000000000e+00
